area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Kengeri,2,VBvenal,750,2,1,35.5
Built-up  Area,Ready To Move,Varthur,2,SLncyaj,1083,2,2,28.0
Super built-up  Area,Ready To Move,Thanisandra,2,Bhmesy ,1056,2,2,68.0
Super built-up  Area,Ready To Move,VGP Layout,3,AbnceEs,2108,3,3,85.0
Super built-up  Area,Ready To Move,Banashankari,3,Bregae ,1650,3,2,101.0
Built-up  Area,18-Jul,Electronic City Phase II,3,Sryalan,1220,3,1,36.6
Super built-up  Area,Ready To Move,Rayasandra,2,MJeusyl,1198,2,1,54.0
Super built-up  Area,Ready To Move,Ejipura,2,Prsichi,1190,2,1,70.0
Plot  Area,18-Sep,Bommenahalli,4,Prood G,2940,3,2,2250.0
Super built-up  Area,19-Dec,Yelahanka,2,Goues A,1260,2,2,59.2
Super built-up  Area,21-Feb,Talaghattapura,3,Sodgere,2254,3,2,153.0
Built-up  Area,Ready To Move,JP Nagar,2,Adaveth,820,2,1,45.0
Super built-up  Area,Ready To Move,Electronic City,2,Naireru,1296,2,2,65.0
Super built-up  Area,19-Dec,Whitefield,2,Oreldhi,1173,2,1,77.0
Super built-up  Area,Ready To Move,Hosur Road,2,Saageat,1345,2,2,106.0
Super built-up  Area,19-Dec,Dodsworth Layout,3,Prard B,1594,3,2,99.0
Super built-up  Area,Ready To Move,Kaverappa Layout,2,SLarkic,1250,2,1,68.0
Super built-up  Area,Ready To Move,Haralur Road,2,Zostaa ,1056,2,1,60.0
Super built-up  Area,Ready To Move,Ambedkar Colony,2,RMcesa ,1464,2,1,145.0
Super built-up  Area,Ready To Move,Kundalahalli,2,Dieldli,1047,2,1,82.62
Built-up  Area,Ready To Move,Rajaji Nagar,3,PhestOn,2300,3,3,369.0
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2,JSonyar,1000,2,1,62.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3,Soiewre,1682,3,1,113.0
Super built-up  Area,Ready To Move,Dasanapura,2,Tavenew,814,2,1,42.0
Built-up  Area,Ready To Move,Dodda Nekkundi,2,GSodsee,1145,2,1,46.5
Super built-up  Area,Ready To Move,Varthur,2,Maita R,965,2,1,34.0
Built-up  Area,Ready To Move,Banashankari,3,V2anags,1300,2,2,55.0
Super built-up  Area,18-May,1st Phase JP Nagar,3,Inntsth,1590,3,3,131.0
Super built-up  Area,18-Mar,Whitefield,2,Pranthi,982,2,1,37.0
Super built-up  Area,Ready To Move,Rayasandra,3,MJeusyl,1555,3,2,75.17
Super built-up  Area,Ready To Move,Electronics City Phase 1,2,PisomSu,1085,2,1,46.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3,Brway G,1640,3,2,220.0
Built-up  Area,18-Aug,Thanisandra,3,Bhmesy ,1595,3,1,110.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1196,2,2,40.44
Super built-up  Area,18-Mar,Yelahanka,3,Miitat ,1859,3,1,108.0
Super built-up  Area,21-Sep,9th Phase JP Nagar,2,Vasisvi,1079,2,1,60.0
Super built-up  Area,Ready To Move,Whitefield,2,Satanan,1118,2,1,42.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2,Roareta,1198,2,2,60.0
Super built-up  Area,20-Oct,Banashankari Stage VI,2,Brens7 ,1160,2,1,59.0
Super built-up  Area,Ready To Move,Ejipura,3,Emsic C,2070,3,3,135.0
Super built-up  Area,18-Dec,Bannerghatta Road,2,Uncioe ,1268,2,1,69.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3,SNity S,1450,2,2,87.0
Built-up  Area,Ready To Move,Manorayana Palya,3,Bhncy V,1600,2,2,75.0
Super built-up  Area,Ready To Move,Uttarahalli,3,Aklia R,1330,2,1,57.0
Super built-up  Area,Ready To Move,Jakkur,3,Paurt C,1355,2,2,65.0
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2,SSaveik,1100,2,1,38.49
Super built-up  Area,Ready To Move,Haralur Road,2,RInceeg,1140,2,1,42.0
Super built-up  Area,21-Dec,Talaghattapura,3,Sodgere,2106,3,3,148.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,DSndsod,1660,2,2,116.0
Super built-up  Area,Ready To Move,Electronic City Phase II,3,SJmesst,1549,3,2,80.0
Super built-up  Area,18-Dec,Balagere,2,Soresea,1012,2,1,64.0
Super built-up  Area,19-Dec,Marathahalli,3,PrensKe,1469,3,1,89.0
Super built-up  Area,18-Aug,Whitefield,2,Prtates,1216,2,1,69.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2,Brods W,1065,2,1,56.13
Super built-up  Area,19-Mar,Thanisandra,3,Bhe 2ko,1411,3,1,93.15
Super built-up  Area,Ready To Move,Pai Layout,2,Vatlede,1400,2,2,57.5
Super built-up  Area,Ready To Move,Hoskote,3,Deiveer,1250,3,2,29.0
Super built-up  Area,Ready To Move,Choodasandra,2,GRhtiru,1115,2,1,50.0
Super built-up  Area,Ready To Move,Vidyaranyapura,2,DSestil,1000,2,1,35.0
Super built-up  Area,Ready To Move,Subramanyapura,3,Chllsev,1800,3,2,90.0
Super built-up  Area,Ready To Move,Mathikere,2,CSncele,1500,2,2,130.0
Super built-up  Area,Ready To Move,Kasavanhalli,3,Esree8 ,1494,3,2,82.0
Super built-up  Area,Ready To Move,Bhoganhalli,3,Prsun S,1949,3,2,129.0
Super built-up  Area,Ready To Move,BTM Layout,2,Krberl ,1020,2,1,46.5
Super built-up  Area,Ready To Move,Mysore Road,2,PrawnRa,883,2,1,45.0
Super built-up  Area,Ready To Move,Yeshwanthpur,2,IBityin,1240,2,2,80.0
Super built-up  Area,Ready To Move,Hegde Nagar,3,Golmsn ,1835,3,3,88.0
Super built-up  Area,Ready To Move,Sathya Layout,3,NChtsun,1504,2,2,100.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3,RothaVa,1569,3,2,150.0
Super built-up  Area,Ready To Move,Harlur,3,Prncyrn,1755,3,2,130.0
Super built-up  Area,19-Dec,Electronics City Phase 1,3,Shitt S,1450,3,2,72.54
Super built-up  Area,Ready To Move,Choodasandra,2,GRlpank,1215,2,2,59.0
Super built-up  Area,18-Aug,Raja Rajeshwari Nagar,2,Prllsan,1178,2,1,75.0
Plot  Area,18-Aug,Hulimavu,4,ValleCi,1500,4,3,192.0
Super built-up  Area,Ready To Move,Shree Ananth Nagar Layout,2,Aaityi ,2040,2,2,59.0
Super built-up  Area,18-May,Shanti Nagar,3,UbreeAn,1602,2,1,165.0
Super built-up  Area,Ready To Move,Parappana Agrahara,2,Peide L,1194,2,2,46.0
Built-up  Area,Ready To Move,Jayamahal,3,Peace P,1800,3,1,220.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,Maantr ,1700,3,3,108.0
Built-up  Area,Ready To Move,Jigani,3,DLhtsan,1200,3,2,65.0
Plot  Area,Ready To Move,Karuna Nagar,3,CoinoCu,1240,3,2,165.0
Built-up  Area,Ready To Move,Chennappa Layout,3,Mawerer,1280,2,1,48.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2,Chhalut,1560,2,2,85.0
Super built-up  Area,Ready To Move,Brookefield,4,Gotaten,2400,3,3,140.0
Super built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2,NaaveEn,900,2,1,45.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,Brngsal,1850,3,2,155.0
Built-up  Area,Ready To Move,Hennur Road,3,SaireSa,1831,3,1,110.0
Built-up  Area,18-Jul,Electronic City Phase II,3,Sryalan,1320,2,1,38.13
Super built-up  Area,Ready To Move,Budigere,3,PrityTr,1820,3,2,85.4
Super built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1075,2,1,41.0
Super built-up  Area,21-Dec,Electronic City,2,KonteiT,1140,2,1,70.93
Super built-up  Area,Ready To Move,Kaggadasapura,3,Matlelp,1805,2,2,75.0
Super built-up  Area,18-Dec,Chandapura,2,AMAKS O,937,2,1,30.0
Built-up  Area,Ready To Move,Hennur Gardens,3,PlhtsHe,1490,2,1,115.0
Super built-up  Area,17-May,Whitefield,2,SVineun,1100,2,1,37.0
Super built-up  Area,Ready To Move,Thigalarapalya,2,Saowsi ,1000,2,2,48.53
Super built-up  Area,Ready To Move,Kundalahalli,2,Dieldli,1047,2,1,91.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3,DLhtsnd,1420,2,2,75.0
Super built-up  Area,Ready To Move,Tejaswini Nagar,3,Dhndsh ,1550,3,1,59.0
Super built-up  Area,Ready To Move,Seegehalli,3,Srandir,1553,3,3,68.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2,Rie 2ri,920,2,2,26.0
Super built-up  Area,Ready To Move,Jeevan bima nagar,3,Lancysi,1740,3,3,120.0
Super built-up  Area,18-Mar,Kundalahalli,3,Dieldli,1724,3,1,146.0
Super built-up  Area,Ready To Move,B Narayanapura,2,Inentva,1020,2,2,60.0
Super built-up  Area,Ready To Move,Thubarahalli,2,ShdhiSa,1200,2,2,80.0
Built-up  Area,Ready To Move,Haralur Road,2,Siows M,1140,2,2,58.0
Super built-up  Area,17-Oct,Bannerghatta Road,3,SNillin,1450,3,1,44.0
Super built-up  Area,21-Dec,Kanakpura Road,2,PrarePa,700,2,1,35.07
Super built-up  Area,Ready To Move,Yelahanka,2,Apows M,1050,2,1,45.0
Super built-up  Area,Ready To Move,Volagerekallahalli,2,AszarAl,1492,2,2,65.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,CoLeoen,1489,2,3,82.0
Super built-up  Area,Ready To Move,Haralur Road,2,RInceeg,1140,2,2,42.0
Super built-up  Area,Ready To Move,Lavakusha Nagar,3,Vanusn ,1431,3,2,65.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3,Soiewre,1682,3,1,114.0
Super built-up  Area,18-Feb,Panathur,2,Prcesvy,1198,2,1,86.26
Plot  Area,18-May,Outer Ring Road East,3,PrstaTe,3664,3,2,325.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,SJityaz,1550,2,2,69.75
Super built-up  Area,Ready To Move,Thubarahalli,2,ShdhiSa,1200,2,2,79.55
Super built-up  Area,Ready To Move,Sarjapur  Road,3,MJinele,1186,2,2,40.0
Super built-up  Area,Ready To Move,Thanisandra,2,SLityee,1039,2,2,39.5
Super built-up  Area,Ready To Move,Malleshwaram,3,Maionra,2520,3,2,150.0
Built-up  Area,Ready To Move,Brookefield,2,Roeekbl,1225,2,2,66.5
Built-up  Area,Ready To Move,Bommanahalli,2,BlibuMa,1350,2,2,72.0
Super built-up  Area,Ready To Move,Vittal Mallya Road,2,Pontspa,1030,2,2,300.0
Super built-up  Area,Ready To Move,Brindavan Nagar,3,Mancy R,1520,3,2,111.0
Built-up  Area,Ready To Move,Dena Bank Colony,3,Aliewe ,1391,2,3,64.5
Super built-up  Area,Ready To Move,Rachenahalli,2,Paentta,1200,2,2,50.0
Super built-up  Area,Ready To Move,Yelahanka,2,PuziaVe,1322,2,2,80.0
Super built-up  Area,19-Dec,Whitefield,3,Goted U,2173,3,2,128.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,AbiewLa,1200,2,2,75.0
Super built-up  Area,Ready To Move,Seetharampalya,2,ArierPr,1250,2,2,90.0
Super built-up  Area,19-Dec,Chandapura,2,SuVue S,1025,2,2,27.68
Built-up  Area,Ready To Move,Whitefield,3,JahanSa,1435,3,2,45.0
Super built-up  Area,18-Dec,Electronics City Phase 1,2,Shitt S,1175,2,2,64.98
Built-up  Area,Ready To Move,Doddabidrakallu,2,Lants A,900,2,1,33.0
Super built-up  Area,18-May,Shanti Nagar,3,UbreeAn,1602,2,1,170.0
Super built-up  Area,Ready To Move,Thanisandra,2,MenueNo,1220,2,2,42.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3,PhestOn,2500,3,3,350.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,Adeatlm,2145,3,3,180.0
Super built-up  Area,Ready To Move,Old Madras Road,2,Brglede,1210,2,1,74.0
Super built-up  Area,Ready To Move,Jnana Ganga Nagar,2,SLestde,1230,2,2,70.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,3,MBaleRo,1350,2,1,75.0
Super built-up  Area,Ready To Move,Kenchenahalli,2,Unateit,1150,2,2,58.0
Super built-up  Area,Ready To Move,Yelahanka,2,Hotat H,1285,2,2,56.0
Super built-up  Area,Ready To Move,Hormavu,2,ARureig,1018,2,1,50.8
Super built-up  Area,Ready To Move,Ejipura,3,DSidsrc,1600,3,3,95.0
Super built-up  Area,21-Sep,9th Phase JP Nagar,2,Vasisvi,1480,2,1,80.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3,Madgeer,1435,3,3,53.0
Super built-up  Area,Ready To Move,CV Raman Nagar,3,Chhamku,1590,2,3,85.0
Super built-up  Area,18-Apr,Kengeri,3,Liwerun,1741,3,2,80.0
Super built-up  Area,19-Dec,JP Nagar,3,Shestut,1750,3,1,123.0
Super built-up  Area,17-Dec,Tumkur Road,2,Sahtsva,1027,2,1,60.0
Built-up  Area,Ready To Move,Geleyara Balaga Layout,2,Jahtsa ,596,2,1,22.0
Super built-up  Area,Ready To Move,Sahakara Nagar,2,ArrdsOr,1000,2,1,60.0
Super built-up  Area,18-Apr,Varthur,2,Muistry,1120,2,2,44.24
Super built-up  Area,Ready To Move,Kasturi Nagar,3,GoratAr,1570,3,2,110.0
Super built-up  Area,Ready To Move,Koramangala,3,Ansna K,1500,3,1,135.0
Built-up  Area,Ready To Move,Frazer Town,2,Elrisnt,1315,2,2,140.0
Super built-up  Area,18-Apr,Electronic City Phase II,2,Sryalan,1140,2,1,33.84
Super built-up  Area,Ready To Move,Banashankari,2,Goeesem,1105,2,2,90.0
Super built-up  Area,Ready To Move,Kudlu Gate,2,SReafin,1185,2,1,50.0
Super built-up  Area,Ready To Move,Rayasandra,3,Amlisai,1458,3,2,60.0
Super built-up  Area,Ready To Move,Hormavu,3,Undraro,1555,3,2,75.0
Built-up  Area,Ready To Move,Devi Nagar,2,Deiten ,1200,2,2,45.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,SJityaz,1308,2,1,58.86
Super built-up  Area,Ready To Move,Kudlu,2,Srrnasa,1024,2,2,44.0
Super built-up  Area,Ready To Move,Parappana Agrahara,2,Peide L,1194,2,2,47.0
Super built-up  Area,Ready To Move,Seegehalli,3,Niowshi,1639,3,3,120.0
Super built-up  Area,19-Jun,Whitefield,3,VaiteEx,1870,3,2,138.0
Super built-up  Area,18-Oct,Hennur Road,2,Puachal,1232,2,1,87.0
Super built-up  Area,Ready To Move,Kasavanhalli,3,Salisal,1719,3,1,184.0
Super built-up  Area,18-May,Chandapura,2,SunceEs,975,2,1,24.86
Super built-up  Area,Ready To Move,Jakkur,2,BrdgeNo,1230,2,1,79.0
Super built-up  Area,Ready To Move,Kodigehaali,3,Leeno S,2120,3,2,177.0
Super built-up  Area,Ready To Move,Electronic City,2,SraveSL,1096,2,2,40.55
Super built-up  Area,Ready To Move,Horamavu Agara,2,Maows M,1107.83,2,1,41.51
Super built-up  Area,Ready To Move,Sarjapur  Road,2,Adeatlm,1320,2,2,115.0
Super built-up  Area,18-Feb,Whitefield,2,BrlisCo,1320,2,1,99.26
Built-up  Area,Ready To Move,GM Palaya,3,Scsta V,1315,2,2,65.0
Super built-up  Area,Ready To Move,VGP Layout,2,Manha M,1000,2,1,44.0
Super built-up  Area,Ready To Move,Hosakerehalli,3,APncyla,1596,3,3,79.8
Plot  Area,Ready To Move,Whitefield,4,Prrry M,2403,4,2,270.0
Super built-up  Area,20-Dec,Old Madras Road,3,Shmes O,1350,3,2,47.25
Super built-up  Area,Ready To Move,Sultan Palaya,3,Vaaldak,1713,3,3,125.0
Super built-up  Area,19-Dec,Binny Pete,3,She 2rk,1795,3,2,139.0
Super built-up  Area,19-Dec,Electronics City Phase 1,2,Shitt S,1200,2,2,59.76
Super built-up  Area,Ready To Move,Jigani,2,DLhtsan,914,2,2,55.0
Super built-up  Area,20-Sep,Whitefield,2,Goted U,1485,2,1,96.51
Super built-up  Area,Ready To Move,Kanakapura,3,SPavenc,1460,2,3,43.79
Super built-up  Area,Ready To Move,Thanisandra,2,TNrdet ,1450,2,1,57.0
Built-up  Area,Ready To Move,HSR Layout,3,B ncysi,1360,2,1,53.0
Super built-up  Area,Ready To Move,Uttarahalli,2,Aklia R,1125,2,1,48.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,Brnia G,1460,2,2,100.0
Built-up  Area,Ready To Move,Green View Layout,2,Makeser,1107,2,2,40.0
Super built-up  Area,Ready To Move,Bhoganhalli,3,Pride S,1760,3,2,128.0
Super built-up  Area,Ready To Move,BTM Layout,3,PancyPr,1600,3,2,112.0
Super built-up  Area,Ready To Move,Whitefield,3,Gotis A,1755,3,3,101.0
Super built-up  Area,Ready To Move,Hulimavu,2,Chtali ,1200,2,1,50.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1128,2,2,40.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1151,2,2,39.0
Super built-up  Area,Ready To Move,Electronic City,2,SriewGr,1017,2,2,27.0
Built-up  Area,Ready To Move,Sarjapur  Road,2,Srncy R,920,2,1,40.0
Super built-up  Area,Ready To Move,Munnekollal,3,DSalehn,1750,3,3,86.5
Built-up  Area,Ready To Move,Dasanapura,2,Tavenew,1163,2,1,65.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,Brnia G,1650,3,3,110.0
Super built-up  Area,Ready To Move,Kundalahalli Colony,3,Goourta,1800,3,3,95.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2,RatraNa,1100,2,1,58.0
Super built-up  Area,Ready To Move,Ganga Nagar,3,PSdenGa,1410,3,2,65.0
Super built-up  Area,Ready To Move,Begur Road,2,Dhalsh ,1200,2,2,45.6
Super built-up  Area,Ready To Move,Whitefield,3,BMttaor,1608,2,3,63.0
Super built-up  Area,Ready To Move,Ardendale,3,SoystAm,1777.26,3,2,105.0
Super built-up  Area,Ready To Move,Kanakpura Road,2,PuandHi,1339,2,2,85.0
Built-up  Area,Ready To Move,Chennappa Layout,2,Mawerer,1080,2,2,44.8
Built-up  Area,Ready To Move,Hulimavu,3,Srise P,1450,3,3,72.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,MJinele,1163,2,2,62.0
Built-up  Area,Ready To Move,Hebbal,2,Prersis,1299,2,1,100.0
Super built-up  Area,Ready To Move,Yelahanka,4,NCs 2rj,2600,4,3,175.0
Super built-up  Area,Ready To Move,KR Puram,2,LVniaar,1140,2,1,43.32
Super built-up  Area,Ready To Move,Kanakpura Road,3,Goelsn ,1900,3,3,125.0
Super built-up  Area,Ready To Move,Electronic City,2,YCnce R,1110,2,1,39.95
Super built-up  Area,Ready To Move,HBR Layout,2,Visom B,1089,2,1,60.0
Built-up  Area,Ready To Move,Kereguddadahalli,2,Jaood G,1080,2,2,32.0
Super built-up  Area,18-Feb,Thanisandra,2,Bhmesy ,1093,2,1,68.1
Super built-up  Area,Ready To Move,Hegde Nagar,3,Soiniy ,1703,3,2,125.0
Super built-up  Area,Ready To Move,Hebbal,2,Srntsha,1200,2,1,60.0
Super built-up  Area,Ready To Move,Marathahalli,3,Asintas,1690,3,2,116.0
Super built-up  Area,Ready To Move,Yelahanka,2,Shana S,1305,2,1,78.0
Super built-up  Area,Ready To Move,Whitefield,3,UKe 2nz,2225,3,1,149.0
Super built-up  Area,Ready To Move,Ashirvad Colony,2,Oce 1nd,1022,2,2,57.0
Built-up  Area,Ready To Move,Narayanapura,2,Shsom B,1153,2,2,45.0
Built-up  Area,Ready To Move,Vidyaranyapura,3,Suent A,1560,3,3,68.0
Super built-up  Area,Ready To Move,Chandapura,2,Arhid O,800,2,1,25.0
Super built-up  Area,20-Dec,Electronic City,4,KonteiT,2093,4,1,104.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2,SNity S,1275,2,1,73.0
Super built-up  Area,Ready To Move,Begur Road,2,Dhalsh ,1215,2,2,43.13
Super built-up  Area,Ready To Move,Begur Road,3,MJilayl,1444,2,2,71.5
Super built-up  Area,Ready To Move,Vikram Nagar,2,Ranorar,950,2,2,38.0
Super built-up  Area,Ready To Move,Hennur,2,Adity T,1231,2,2,50.0
Super built-up  Area,18-Aug,Yeshwanthpur,3,Aroomba,1713,3,2,110.0
Super built-up  Area,Ready To Move,Jalahalli,2,Kuownri,790,2,1,49.5
Super built-up  Area,Ready To Move,Koramangala,3,Proodt ,1744,3,1,200.0
Super built-up  Area,Ready To Move,Whitefield,2,Gotis A,1250,2,2,82.0
Super built-up  Area,Ready To Move,Malleshwaram,3,Sariaat,2476,3,3,337.0
Built-up  Area,Ready To Move,Subramanyapura,3,Mayne A,1260,2,2,76.0
Super built-up  Area,18-Aug,Rajaji Nagar,3,ProdsWe,1615,3,1,175.0
Super built-up  Area,Ready To Move,Electronic City,2,GMown E,1025,2,1,53.9
Built-up  Area,Ready To Move,Lakshminarayana Pura,3,RothaVa,1649,3,2,150.0
Super built-up  Area,Ready To Move,Thigalarapalya,2,Prtanha,1418,2,2,105.0
Super built-up  Area,Ready To Move,Old Madras Road,2,Saesttt,1171,2,2,72.0
Super built-up  Area,Ready To Move,Tumkur Road,2,Sahtsva,1027,2,1,68.62
Super built-up  Area,Ready To Move,Kanakapura,2,SPavenc,1090,2,2,38.15
Super built-up  Area,18-Jan,Hennur Road,2,Puachal,1232,2,1,74.0
Super built-up  Area,18-Aug,Hosa Road,3,Sosisic,142.61Sq. Meter,3,1,109.0
Super built-up  Area,Ready To Move,Choodasandra,3,Aharlve,1254,2,1,65.0
Super built-up  Area,19-Jul,Kanakpura Road,3,Soazak ,1593,3,1,118.0
Super built-up  Area,Ready To Move,ITI Layout,2,Soarkge,1333,2,2,77.27
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,Lancyey,1375,2,1,54.99
Super built-up  Area,Ready To Move,Ardendale,3,Mahtsba,1650,3,3,82.0
Super built-up  Area,Ready To Move,Thanisandra,3,MenueNo,1430,2,2,51.48
Built-up  Area,Ready To Move,Electronic City,2,Pao 3ow,940,2,1,54.0
Super built-up  Area,Ready To Move,Begur Road,2,Dhalsh ,1160,2,2,36.54
Super built-up  Area,18-Mar,Electronic City,3,GMown E,1500,2,1,77.5
Super built-up  Area,Ready To Move,Koramangala,3,KHage G,1890,2,1,100.0
Super built-up  Area,Ready To Move,Tumkur Road,3,Soubya ,1459,2,1,95.0
Super built-up  Area,21-Mar,Yelahanka,3,Goues A,1711,3,3,85.61
Super built-up  Area,22-Jun,Hoodi,2,GoAirej,1250,2,2,98.0
Super built-up  Area,18-Aug,Rajaji Nagar,3,ProdsWe,1776,3,1,190.0
Plot  Area,Ready To Move,Kundalahalli,3,Roima A,1600,3,2,170.0
Super built-up  Area,Ready To Move,Electronic City,3,Goty  E,1631,3,2,80.0
Built-up  Area,Ready To Move,Jalahalli,3,Reodsnc,1395,3,3,82.0
Super built-up  Area,Ready To Move,Devi Nagar,3,Krtonwe,2000,3,2,105.0
Super built-up  Area,18-Jul,Hennur Road,2,Puachal,1232,2,1,66.0
Super built-up  Area,Ready To Move,Gubbalala,2,MauilTr,1205,2,2,70.0
Super built-up  Area,Ready To Move,Rayasandra,3,Amlisai,1179,2,1,55.0
Super built-up  Area,Ready To Move,Kodigehaali,2,Shyas S,1013,2,1,51.0
Super built-up  Area,Ready To Move,Uttarahalli,2,SLnssPr,1160,2,2,40.6
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,Hiestre,1200,2,2,62.5
Built-up  Area,Ready To Move,Samethanahalli,2,SPontna,1069,2,1,55.0
Plot  Area,Ready To Move,Kyalasanahalli,3,Ceonyy ,1200,3,2,99.0
Super built-up  Area,Ready To Move,Marathahalli,2,Inden O,1065,2,2,55.0
Built-up  Area,Ready To Move,Hebbal Kempapura,3,Goateds,1725,2,1,165.0
Built-up  Area,Ready To Move,Coconut Grove Layout,2,Naenti ,1007,2,2,43.0
Super built-up  Area,19-Jun,Hebbal,3,Raard B,1645,3,2,117.0
Super built-up  Area,19-Apr,Mysore Road,2,Brama P,940,2,1,43.61
Super built-up  Area,Ready To Move,Hebbal,2,Chtert ,1390,2,2,95.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3,RothaVa,1500,3,2,104.0
Super built-up  Area,21-Jun,Vijayanagar,3,Saityat,2047,3,2,136.0
Super built-up  Area,Ready To Move,Jakkur,2,HRaniIb,1202,2,1,79.0
Super built-up  Area,Ready To Move,Kodbisanhalli,2,Seityen,1012,2,1,59.0
Super built-up  Area,Ready To Move,Gunjur,3,Paestol,2132,3,3,80.0
Super built-up  Area,Ready To Move,Harlur,2,Prncyrn,1331,2,1,88.0
Super built-up  Area,Ready To Move,Akshaya Vana,3,Rainet ,1280,2,2,49.0
Super built-up  Area,Ready To Move,Balagere,2,Soresea,1007,2,1,62.0
Super built-up  Area,18-May,Thanisandra,3,SLityee,1370,2,1,61.0
Super built-up  Area,Ready To Move,Kalkere,2,Sothin ,925,2,2,35.0
Super built-up  Area,19-Mar,Hennur Road,2,Puachal,1341,2,1,95.0
Super built-up  Area,Ready To Move,Tumkur Road,2,Sahtsva,992,2,1,60.0
Super built-up  Area,Ready To Move,Uttarahalli,2,RaontWa,1163,2,2,68.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,Ceiti I,1229,2,2,70.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2,Coomee ,1219,2,1,61.26
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,GRvanun,1525,2,2,99.13
Super built-up  Area,20-Jun,Kasavanhalli,2,Esareap,1147,2,1,60.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3,DLhtsnd,1412,2,3,88.0
